word,splitted,freqcount,cdcount
wondering,won-de-ring,3231,2318
roll,roll,3227,1914
Robert,Ro-bert,3222,739
beginning,be-gin-ning,3219,2242
grand,grand,3214,1614
usually,u-sual-ly,3214,2317
Sergeant,Ser-geant,3210,798
laugh,laugh,3206,1932
killer,kil-ler,3206,1402
doubt,doubt,3205,2165
listening,lis-tening,3205,2252
upon,u-pon,3199,1817
double,dou-ble,3198,1972
twice,twice,3191,2287
whose,whose,3187,2272
outta,out-ta,3185,1206
plenty,plen-ty,3178,2181
guilty,guil-ty,3177,1538
Jerry,Jer-ry,3173,570
promised,pro-mised,3169,2160
fired,fi-red,3159,1626
race,race,3157,1154
crap,crap,3151,1996
chicken,chic-ken,3148,1570
bathroom,bat-hroom,3145,1835
asshole,ass-hole,3142,1273
spot,spot,3140,2029
reading,rea-ding,3133,1988
orders,or-ders,3130,1551
weekend,wee-kend,3118,1614
Detective,De-tec-tive,3117,988
action,ac-tion,3115,1857
Sheriff,She-riff,3115,662
eating,ea-ting,3102,2105
glass,glass,3096,1841
type,type,3093,1917
guns,guns,3092,1308
West,West,3088,1571
experience,ex-pe-rien-ce,3088,1991
obviously,o-bvio-u-sly,3082,2146
wine,wine,3078,1518
Luke,Luke,3071,390
press,press,3070,1683
lots,lots,3068,2057
difficult,dif-fi-cult,3068,2118
Brown,Brown,3066,1290
Nick,Nick,3062,530
rid,rid,3052,2034
sea,sea,3052,1353
arms,arms,3050,1883
flight,flight,3044,1358
staying,stay-ing,3040,2085
arrest,ar-rest,3037,1691
neck,neck,3035,1961
grow,grow,3034,2064
mention,men-tion,3033,2211
favorite,fa-vorite,3032,1974
wind,wind,3028,1818
sleeping,slee-ping,3027,2041
notice,no-tice,3022,2170
admit,a-dmit,3019,2125
extra,ex-tra,3017,2070
within,wit-hin,3017,1983
low,low,3016,2041
impossible,im-pos-si-ble,3015,2060
gay,gay,3013,977
computer,com-pu-ter,3011,1224
angry,an-gry,3008,1864
bunch,bunch,3003,2105
blame,blame,2998,2105
pants,pants,2996,1770
visit,vi-sit,2993,2091
tea,tea,2990,1407
clock,clock,2990,1639
fellow,fel-low,2987,1525
kitchen,kitc-hen,2974,1815
lay,lay,2970,1951
hole,hole,2969,1755
guard,guard,2968,1569
learned,learned,2964,2061
smile,smile,2958,1775
feelings,fee-lings,2938,1869
fit,fit,2937,2090
pal,pal,2937,1602
bear,bear,2928,1500
often,of-ten,2925,2017
wild,wild,2923,1777
silly,sil-ly,2912,1845
camera,ca-mera,2907,1387
begin,be-gin,2906,2013
Ow,Ow,2903,1210
reach,reach,2903,1993
beach,beach,2888,1291
Larry,Lar-ry,2888,476
heaven,heaven,2887,1608
lock,lock,2885,1866
leg,leg,2882,1588
quickly,quic-kly,2881,1804
lights,lights,2877,1710
Kelly,Kel-ly,2876,464
worst,worst,2874,2087
shooting,shoo-ting,2871,1552
played,played,2870,1799
plans,plans,2867,1883
bucks,bucks,2866,1596
suddenly,sud-den-ly,2854,1967
writing,wri-ting,2852,1636
track,track,2843,1772
teacher,teac-her,2842,1305
ridiculous,ri-di-cu-lous,2836,1989
legs,legs,2835,1843
river,ri-ver,2829,1211
dare,dare,2826,1687
burn,burn,2816,1641
Aunt,Aunt,2815,954
raise,raise,2815,1872
Shh,S-h-h,2810,1245
Rory,Ro-ry,2809,166
decision,de-ci-sion,2808,1810
surprised,sur-prised,2808,2099
cross,cross,2807,1700
cost,cost,2801,1995
queen,queen,2789,1188
fresh,fresh,2780,1953
innocent,in-no-cent,2780,1546
emergency,e-mer-gen-cy,2776,1646
medical,me-di-cal,2774,1541
dancing,dan-cing,2774,1393
cell,cell,2772,1459
gotten,got-ten,2768,2134
seemed,seemed,2767,1924
bigger,big-ger,2765,1948
States,States,2759,1353
closed,closed,2758,1862
names,names,2746,1793
walked,walked,2737,1907
bomb,bomb,2736,934
hanging,han-ging,2735,1920
note,note,2731,1622
shop,shop,2731,1613
sweetie,swee-tie,2731,1565
nuts,nuts,2729,1712
band,band,2724,1122
price,price,2722,1644
losing,lo-sing,2722,2016
steal,steal,2720,1781
waste,waste,2716,1960
client,cli-ent,2715,1020
stole,stole,2711,1705
code,code,2709,1311
crying,cry-ing,2709,1664
pressure,pres-sure,2709,1655
places,pla-ces,2706,1973
dogs,dogs,2704,1282
Rose,Rose,2704,831
dick,dick,2703,1029
accept,ac-cept,2692,1861
further,furt-her,2690,1813
Aah,Aah,2688,634
excellent,ex-cel-lent,2688,1755
magic,ma-gic,2687,1223
drinking,drin-king,2685,1753
keeps,keeps,2681,2041
corner,cor-ner,2679,1806
consider,con-si-der,2676,1965
ourselves,our-selves,2676,1934
acting,ac-ting,2675,1813
herself,her-self,2675,1822
locked,locked,2670,1735
laughing,laug-hing,2667,1515
copy,co-py,2666,1441
address,ad-dress,2666,1688
tells,tells,2665,1981
warm,warm,2659,1877
sold,sold,2655,1641
pregnant,pre-gnant,2653,1208
hall,hall,2649,1573
treat,treat,2646,1835
Van,Van,2641,915
everywhere,e-ve-rywhere,2641,1933
papers,pa-pers,2638,1469
complete,com-plete,2636,1866
cup,cup,2634,1566
ways,ways,2633,1921
level,le-vel,2633,1590
passed,passed,2631,1915
witness,wi-tness,2621,1222
eh,eh,2619,1391
taste,taste,2617,1825
motherfucker,mot-herfucker,2616,615
hardly,har-dly,2613,1858
camp,camp,2612,1094
keeping,kee-ping,2608,2040
Charles,Charles,2606,690
keys,keys,2601,1427
Yep,Yep,2600,1725
beg,beg,2600,1643
Ms,Ms,2599,975
duty,du-ty,2599,1531
interest,in-terest,2598,1828
tight,tight,2597,1813
bottle,bot-tle,2588,1561
helping,hel-ping,2588,1941
support,sup-port,2587,1658
Leo,L-eo,2580,289
flying,fly-ing,2579,1501
decide,de-cide,2571,1920
United,U-ni-ted,2564,1158
St,St,2562,1203
turns,turns,2552,1898
moon,moon,2548,1167
bottom,bot-tom,2546,1778
hoping,ho-ping,2544,1965
San,San,2543,1010
conversation,con-ver-sa-tion,2543,1789
hero,he-ro,2542,1381
asleep,a-sleep,2541,1705
Roger,Ro-ger,2540,680
final,fi-nal,2533,1712
East,East,2527,1461
continue,con-ti-nue,2527,1755
match,match,2521,1557
trial,trial,2518,960
apologize,a-po-lo-gize,2518,1685
spirit,spi-rit,2517,1466
willing,wil-ling,2512,1822
chair,chair,2511,1553
risk,risk,2501,1700
study,stu-dy,2501,1419
Amy,A-my,2498,333
rain,rain,2494,1446
possibly,pos-si-bly,2494,1819
above,a-bove,2493,1778
cousin,cou-sin,2491,1041
pulled,pulled,2488,1832
cream,cream,2484,1345
dropped,dropped,2482,1814
excited,ex-ci-ted,2479,1712
memory,me-mo-ry,2477,1514
enemy,e-ne-my,2474,1229
breathe,breathe,2474,1424
huge,huge,2467,1629
search,search,2467,1549
drugs,drugs,2464,1212
greatest,grea-test,2464,1598
beauty,bea-uty,2460,1504
Tommy,Tom-my,2459,463
lately,la-tely,2459,1795
rule,rule,2455,1533
build,build,2452,1542
choose,choose,2451,1625
Lee,Lee,2449,602
cards,cards,2449,1353
advice,a-dvice,2447,1679
immediately,im-me-dia-te-ly,2446,1616
teeth,teeth,2440,1626
became,be-came,2435,1610
victim,vic-tim,2434,1176
coach,coach,2429,599
Friday,Fri-day,2429,1331
flowers,flo-wers,2427,1322
showed,showed,2425,1827
crew,crew,2424,1036
Saturday,Sa-tur-day,2423,1354
driver,dri-ver,2416,1398
Apparently,Ap-pa-ren-tly,2415,1729
heavy,hea-vy,2412,1688
trick,trick,2411,1526
empty,emp-ty,2409,1764
comfortable,com-for-ta-ble,2408,1763
destroy,des-troy,2406,1427
mission,mis-sion,2400,1135
brothers,brot-hers,2400,1271
Plus,Plus,2399,1619
apart,a-part,2398,1821
pool,pool,2396,1200
dumb,dumb,2395,1501
dressed,dressed,2394,1708
helped,helped,2388,1797
knife,knife,2387,1255
checked,checked,2382,1707
Santa,San-ta,2381,641
weapon,wea-pon,2379,1232
restaurant,res-taurant,2373,1244
shirt,shirt,2365,1400
faith,faith,2363,1220
Gee,Gee,2362,1291
simply,sim-ply,2362,1557
dig,dig,2357,1253
size,size,2353,1695
stars,stars,2353,1302
London,Lon-don,2347,773
movies,mo-vies,2346,1275
necessary,ne-ces-sa-ry,2345,1702
themselves,them-selves,2343,1766
blind,blind,2337,1353
credit,cre-dit,2337,1490
starts,starts,2335,1714
center,cen-ter,2335,1255
bridge,bridge,2331,1046
practice,prac-tice,2330,1456
closer,clo-ser,2329,1688
discuss,dis-cuss,2329,1675
cars,cars,2327,1318
mister,mis-ter,2326,1228
Grandma,Gran-dma,2325,853
cook,cook,2324,1369
stage,stage,2324,1176
ticket,tic-ket,2324,1322
strike,strike,2324,1240
animal,a-ni-mal,2320,1372
bird,bird,2318,1196
leaves,leaves,2316,1719
sight,sight,2311,1677
somehow,so-mehow,2310,1708
following,fol-lo-wing,2310,1667
knowing,kno-wing,2307,1781
drug,drug,2306,1093
career,ca-reer,2305,1506
nature,na-ture,2303,1525
Prince,Prince,2299,689
However,Ho-we-ver,2299,1554
cake,cake,2298,1197
responsible,res-pon-si-ble,2298,1638
famous,fa-mous,2296,1434
nurse,nurse,2294,1099
correct,cor-rect,2292,1504
breath,breath,2291,1603
fucked,fucked,2291,865
games,games,2287,1441
allowed,al-lowed,2286,1729
sky,sky,2285,1233
bringing,brin-ging,2282,1772
hearing,hea-ring,2281,1600
singing,sin-ging,2281,1194
account,ac-count,2280,1386
due,due,2275,1712
common,com-mon,2275,1652
tie,tie,2266,1477
afford,af-ford,2266,1650
Chinese,Chi-nese,2266,954
bright,bright,2265,1403
allow,al-low,2263,1660
belong,be-long,2263,1576
concerned,con-cerned,2261,1685
escape,es-cape,2258,1386
suspect,sus-pect,2254,1297
written,writ-ten,2247,1548
skin,skin,2246,1532
file,file,2246,1279
Jake,Jake,2245,311
madam,ma-dam,2244,674
fill,fill,2241,1698
operation,o-pe-ra-tion,2241,1197
desk,desk,2239,1404
Aye,Aye,2236,401
taught,taught,2236,1540
pack,pack,2235,1592
lied,lied,2234,1470
faster,fas-ter,2233,1391
deserve,de-serve,2230,1682
Ted,Ted,2228,355
danger,dan-ger,2227,1415
meat,meat,2226,1286
command,com-mand,2225,1020
stories,sto-ries,2215,1423
tickets,tic-kets,2211,1162
paying,pay-ing,2207,1610
hiding,hi-ding,2207,1567
Sunday,Sun-day,2206,1226
perfectly,per-fec-tly,2206,1560
whoever,whoe-v-er,2203,1669
Sarah,Sa-rah,2200,392
beyond,bey-ond,2200,1496
Dave,Dave,2199,436
student,stu-dent,2195,1140
Jane,Jane,2192,525
dry,dry,2184,1537
jury,ju-ry,2181,585
form,form,2180,1535
main,main,2179,1400
heads,heads,2177,1559
program,pro-gram,2174,1178
Papa,Pa-pa,2172,571
Martin,Mar-tin,2170,560
milk,milk,2169,1262
Fred,Fred,2169,479
held,held,2165,1639
horrible,hor-ri-ble,2164,1480
kinda,kin-da,2163,1205
feed,feed,2162,1474
de,de,2161,942
natural,na-tural,2160,1562
Grace,Grace,2157,748
battle,bat-tle,2155,1126
breaking,brea-king,2155,1608
ugly,u-gly,2150,1433
Phoebe,Phoe-be,2150,227
coat,coat,2146,1272
settle,set-tle,2143,1526
Although,Alt-hough,2143,1562
opinion,o-pi-nion,2142,1430
Washington,Was-hing-ton,2142,904
ho,ho,2141,687
terrific,ter-ri-fic,2138,1274
older,ol-der,2135,1502
According,Ac-cor-ding,2135,1571
gentleman,gen-tle-man,2135,1254
Lucy,Lu-cy,2132,310
loose,loose,2131,1508
noticed,no-ticed,2131,1666
local,lo-cal,2128,1498
lonely,lo-nely,2125,1364
shame,shame,2120,1519
Otherwise,Ot-her-wise,2119,1667
shows,shows,2117,1605
large,large,2114,1480
devil,de-vil,2108,1172
video,vi-d-eo,2105,1088
speed,speed,2104,1260
military,mi-li-ta-ry,2103,958
Chicago,Chi-ca-go,2102,819
built,built,2099,1446
shower,sho-wer,2097,1299
oil,oil,2095,1059
opportunity,op-por-tu-ni-ty,2091,1534
chest,chest,2090,1177
horses,hor-ses,2087,859
biggest,big-gest,2085,1504
threw,threw,2082,1552
bite,bite,2080,1500
Eric,E-ric,2080,368
Aw,Aw,2079,1238
wash,wash,2077,1354
stone,stone,2072,938
block,block,2067,1318
records,re-cords,2066,1210
indeed,in-deed,2065,1238
weapons,wea-pons,2065,969
invited,in-vi-ted,2064,1459
draw,draw,2061,1354
turning,tur-ning,2061,1630
attorney,at-tor-ney,2060,930
pretend,pre-tend,2056,1565
Vegas,Ve-gas,2054,588
health,health,2054,1341
balls,balls,2048,1141
heat,heat,2044,1315
manager,ma-na-ger,2038,1055
guest,guest,2037,1381
loud,loud,2031,1506
itself,i-tself,2029,1424
fantastic,fan-tas-tic,2029,1336
cares,cares,2023,1555
shake,shake,2021,1296
lab,lab,2020,1007
numbers,num-bers,2020,1252
princess,prin-cess,2019,676
island,i-sland,2018,684
easier,ea-si-er,2012,1644
color,co-lor,2011,1366
earlier,ear-li-er,2010,1584
bell,bell,2006,1035
naked,na-ked,2002,1217
suggest,sug-gest,2001,1485
wet,wet,2000,1405
pig,pig,1996,1056
letting,let-ting,1995,1628
nowhere,now-here,1995,1498
Merry,Mer-ry,1994,467
Weli,We-li,1993,146
animals,a-ni-mals,1993,1137
cheese,cheese,1991,1130
ideas,i-de-as,1987,1351
soldier,sol-dier,1985,830
downstairs,downs-tairs,1985,1354
monster,mons-ter,1982,945
several,se-veral,1978,1473
planet,pla-net,1975,858
Dean,Dean,1974,406
insane,in-sane,1973,1372
fellas,fel-las,1973,1043
Walter,Wal-ter,1972,391
California,Ca-li-for-nia,1972,939
eggs,eggs,1971,1115
spoke,spoke,1970,1505
butt,butt,1967,1295
murdered,mur-dered,1967,1134
view,view,1965,1412
bloody,bloo-dy,1962,899
lines,lines,1960,1348
opening,o-pe-ning,1960,1360
insurance,in-su-rance,1955,1025
Pete,Pete,1954,541
split,split,1954,1406
jealous,jea-lous,1952,1207
bullet,bul-let,1950,1006
arrived,ar-rived,1949,1419
national,na-tional,1946,1131
character,cha-rac-ter,1946,1169
screaming,screa-ming,1945,1201
speech,speech,1940,1090
airport,air-port,1940,982
hook,hook,1938,1285
target,tar-get,1936,945
condition,con-di-tion,1936,1375
serve,serve,1935,1361
finding,fin-ding,1935,1543
Er,Er,1932,567
incredible,in-cre-di-ble,1928,1332
sugar,su-gar,1926,1146
player,play-er,1926,1031
signal,si-gnal,1926,1024
Helen,He-len,1923,370
total,to-tal,1920,1409
selling,sel-ling,1919,1273
hill,hill,1915,920
football,foot-ball,1914,806
page,page,1912,1146
screw,screw,1912,1340
justice,jus-tice,1910,1053
letters,let-ters,1910,1033
rough,rough,1907,1449
hurts,hurts,1907,1378
project,pro-ject,1907,983
crowd,crowd,1906,1230
meaning,mea-ning,1904,1383
planning,plan-ning,1902,1474
pair,pair,1900,1357
science,scien-ce,1900,1016
sees,sees,1899,1467
usual,u-su-al,1899,1475
Adam,A-dam,1890,342
Emily,E-mi-ly,1889,328
sooner,soo-ner,1888,1415
Commander,Com-man-der,1887,484
ordered,or-dered,1885,1367
subject,sub-ject,1885,1361
lies,lies,1883,1279
remind,re-mind,1883,1498
strength,strength,1883,1235
mail,mail,1879,1110
Dan,Dan,1878,396
paint,paint,1877,1025
freak,freak,1874,1198
bedroom,be-droom,1872,1263
onto,on-to,1871,1429
neighborhood,neigh-bor-hood,1871,1096
finger,fin-ger,1870,1287
personally,per-so-nally,1870,1483
spell,spell,1869,884
Tim,Tim,1867,310
ghost,ghost,1866,764
Majesty,Ma-jes-ty,1863,310
Peg,Peg,1857,307
Smith,Smith,1856,485
doctors,doc-tors,1855,1103
fake,fake,1853,1107
release,re-lease,1851,1174
weight,weight,1850,1296
cheap,cheap,1848,1304
market,mar-ket,1848,1189
pray,pray,1847,1081
expecting,ex-pec-ting,1846,1464
unit,u-nit,1845,1007
signed,signed,1839,1304
throat,throat,1837,1239
falling,fal-ling,1837,1315
lake,lake,1836,802
nor,nor,1835,1112
Susan,Su-san,1835,369
realized,rea-lized,1834,1396
director,di-rec-tor,1834,809
agreed,a-greed,1832,1432
Phil,Phil,1830,414
truly,tru-ly,1830,1342
cab,cab,1826,961
powers,po-wers,1826,675
brilliant,bril-liant,1826,1181
candy,can-dy,1825,902
Junior,Ju-nior,1825,818
prepared,pre-pared,1825,1390
legal,le-gal,1821,1200
Scott,Scott,1821,379
pocket,poc-ket,1821,1282
roof,roof,1818,1148
aware,a-ware,1818,1356
Jason,Ja-son,1816,306
babe,babe,1814,991
Brian,Br-ian,1813,394
Radar,Ra-dar,1811,472
slept,slept,1810,1260
Bud,Bud,1808,527
responsibility,res-pon-si-bi-li-ty,1806,1327
mountain,moun-tain,1805,885
base,base,1804,1011
ours,ours,1801,1395
firm,firm,1799,966
England,En-gland,1796,733
whom,whom,1795,1254
trade,trade,1795,1126
romantic,ro-man-tic,1794,1161
fan,fan,1792,1097
liar,li-ar,1792,1181
training,trai-ning,1792,1097
brings,brings,1791,1484
powerful,po-wer-ful,1791,1218
sending,sen-ding,1790,1372
whenever,whe-ne-ver,1790,1464
language,lan-guage,1790,1178
Whoo,Whoo,1789,764
purpose,pur-pose,1789,1325
bless,bless,1788,1115
believed,be-lieved,1788,1310
Nope,Nope,1783,1330
pieces,pie-ces,1783,1266
arrested,ar-res-ted,1781,1211
suck,suck,1779,1172
noise,noise,1779,1252
fancy,fan-cy,1777,1233
exciting,ex-ci-ting,1776,1285
genius,ge-nius,1773,1174
introduce,in-tro-duce,1771,1335
forgotten,for-got-ten,1771,1295
Annie,An-nie,1769,233
rent,rent,1762,1062
familiar,fa-mi-liar,1760,1388
criminal,cri-mi-nal,1758,1084
doors,doors,1755,1180
proof,proof,1754,1111
vote,vote,1751,733
com,com,1750,1241
stolen,sto-len,1750,1072
recognize,re-co-gnize,1750,1343
suicide,sui-ci-de,1747,950
weather,weat-her,1746,1031
drinks,drinks,1744,1228
medicine,me-di-cine,1744,1000
lift,lift,1741,1264
issue,is-sue,1741,1188
followed,fol-lowed,1739,1316
Anna,An-na,1738,268
buried,bu-ried,1738,1095
mood,mood,1736,1288
male,male,1731,1106
among,a-mong,1729,1273
television,te-le-vi-sion,1729,935
nights,nights,1727,1286
regular,re-gu-lar,1727,1330
opened,o-pened,1726,1321
someday,so-meday,1726,1244
stomach,sto-mach,1725,1219
yellow,yel-low,1724,1019
ate,ate,1722,1285
County,Coun-ty,1722,920
Buck,Buck,1721,697
nearly,near-ly,1721,1290
Crane,Crane,1714,318
scare,scare,1712,1261
village,vil-lage,1712,774
prepare,pre-pare,1711,1193
matters,mat-ters,1710,1324
pizza,piz-za,1709,841
monkey,mon-key,1709,782
toast,toast,1707,1104
sudden,sud-den,1707,1310
assume,as-sume,1707,1306
heading,hea-ding,1707,1215
ears,ears,1705,1276
fella,fel-la,1705,930
Lane,Lane,1704,513
babies,ba-bies,1704,995
jacket,jac-ket,1704,971
social,so-cial,1703,1135
thoughts,thoughts,1703,1179
travel,tra-vel,1702,1175
sometime,so-metime,1699,1327
Monday,Mon-day,1698,1034
property,pro-per-ty,1698,1104
fingers,fin-gers,1696,1242
expected,ex-pec-ted,1696,1346
remain,re-main,1694,1205
bodies,bo-dies,1694,1103
secretary,se-cre-ta-ry,1694,782
sexual,se-xu-al,1693,913
funeral,fu-ne-ral,1693,960
magazine,ma-ga-zine,1693,857
Senator,Se-na-tor,1691,305
jerk,jerk,1690,1110
dating,da-ting,1689,1002
glasses,glas-ses,1689,1008
freedom,free-dom,1688,954
research,re-search,1688,1038
Arthur,Art-hur,1687,337
add,add,1686,1329
damage,da-mage,1686,1177
repeat,re-peat,1684,1166
handsome,han-dsome,1684,1136
hired,hi-red,1683,1144
prefer,pre-fer,1679,1311
buying,buy-ing,1679,1262
society,so-cie-t-y,1679,1025
energy,e-ner-gy,1678,995
Alan,A-lan,1676,308
crack,crack,1675,1192
chase,chase,1673,944
vacation,va-ca-tion,1673,979
Mulder,Mul-der,1671,93
Carter,Car-ter,1669,297
divorce,di-vorce,1669,871
stayed,stayed,1668,1335
Ally,Al-ly,1666,327
Jackson,Jac-kson,1666,522
defense,de-fense,1665,832
rat,rat,1663,941
Grandpa,Grand-pa,1661,559
Grant,Grant,1660,706
began,be-gan,1658,1095
picking,pic-king,1658,1283
checking,chec-king,1656,1323
reasons,rea-sons,1655,1263
goodness,goo-dness,1655,1147
post,post,1654,1005
William,Wil-liam,1653,517
confused,con-fused,1653,1268
Unfortunately,Un-for-tu-na-tely,1652,1335
surgery,sur-ge-ry,1651,768
telephone,te-lep-hone,1651,984
contract,con-tract,1650,838
tall,tall,1649,1144
safety,sa-fety,1649,1147
fixed,fixed,1647,1204
professional,pro-fes-sio-nal,1646,1173
lesson,les-son,1644,1120
tiny,ti-ny,1643,1092
assistant,as-sis-tant,1643,977
points,points,1642,1049
Freeze,Freeze,1640,988
understood,un-ders-tood,1639,1197
runs,runs,1637,1303
Thomas,Tho-mas,1636,538
model,mo-del,1635,982
license,li-cense,1635,992
gate,gate,1634,902
soft,soft,1633,1211
Margaret,Mar-garet,1633,383
ear,ear,1632,1106
staff,staff,1632,987
riding,ri-ding,1632,1057
warning,war-ning,1630,1161
engine,en-gine,1626,807
German,Ger-man,1624,566
planned,planned,1624,1300
map,map,1623,805
swim,swim,1622,844
harm,harm,1621,1181
square,square,1620,1072
silver,sil-ver,1619,881
Sydney,Sy-dney,1619,188
brave,brave,1617,1111
access,ac-cess,1615,923
positive,po-si-tive,1613,1170
female,fe-male,1612,1037
covered,co-vered,1612,1280
streets,streets,1611,1060
someplace,so-meplace,1611,1229
blew,blew,1610,1224
weak,weak,1607,1181
season,sea-son,1605,1000
Matt,Matt,1604,247
rush,rush,1602,1231
awesome,a-wesome,1600,873
snow,snow,1599,773
spring,spring,1597,1027
spread,spread,1596,1194
champagne,cham-pagne,1596,846
Bond,Bond,1595,507
mayor,may-or,1595,508
pounds,pounds,1595,992
demon,de-mon,1593,384
winner,win-ner,1592,916
Madame,Ma-dame,1591,394
lips,lips,1590,1058
tongue,tongue,1589,1117
leader,lea-der,1589,894
bath,bath,1587,994
showing,sho-wing,1587,1295
permission,per-mis-sion,1587,1063
Mm,M-m,1586,846
Monsieur,Mon-sieur,1585,254
Mexico,Me-xi-co,1580,687
Jones,Jones,1579,447
storm,storm,1574,826
spare,spare,1573,1186
destroyed,des-troyed,1573,1084
tour,tour,1571,934
headed,hea-ded,1570,1191
trees,trees,1565,973
students,stu-dents,1564,778
ends,ends,1563,1239
bones,bones,1561,809
burning,bur-ning,1561,1122
kicked,kicked,1559,1166
appointment,ap-poin-tment,1559,1058
mentioned,men-tioned,1556,1254
Piper,Pi-per,1554,170
score,score,1552,977
Claire,Claire,1552,213
Angeles,An-ge-les,1551,787
shoe,shoe,1550,893
Johnson,John-son,1546,555
ocean,o-cean,1545,862
harder,har-der,1544,1173
reality,rea-li-t-y,1543,918
shape,shape,1542,1189
Brad,Brad,1541,273
Jeff,Jeff,1539,282
Kim,Kim,1538,360
gang,gang,1537,802
survive,sur-vive,1537,1108
saving,sa-ving,1536,1250
cos,cos,1535,396
style,style,1534,1106
farm,farm,1532,731
shopping,shop-ping,1530,1048
sexy,se-xy,1529,913
clearly,clear-ly,1529,1213
laid,laid,1527,1155
growing,gro-wing,1527,1204
example,e-xam-ple,1527,1184
